Title,EmploymentType,Location,ClosingDate,Agency,Link,DateFirstRetrieved
Licensed Practical Nurse - Fluvanna Correctional Center for Women,Full-Time (Salaried),"Charlottesville
  Culpepper
  Fluvanna
  Gordonsville

            Charlottesville
  Culpepper
  Fluvanna",NA,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/licensed-practical-nurse-troy-virginia-united-states-ddb84495-b82e-4229-9433-aac1970bbb4e,2023-03-06
Nursing Assistant (CNA) - Fluvanna Correctional Center for Women,Full-Time (Salaried),"Charlottesville
  Fluvanna
  Louisa",NA,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/nursing-assistant-cna-troy-virginia-united-states,2023-03-06
Mental Health Clinician I  - Coffeewood Correctional Center,Full-Time (Salaried),Culpepper,NA,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/mental-health-clinician-i-mitchells-virginia-united-states,2023-03-06
Licensed Practical Nurse - Buckingham Correctional Center,Full-Time (Salaried),Buckingham,NA,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/licensed-practical-nurse-dillwyn-virginia-united-states-5482f0e7-8c89-45c9-a06f-a73ff9173cc1,2023-03-06
Registered Nurse - Green Rock Correctional Center,Full-Time (Salaried),Pittsylvania,NA,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/registered-nurse-green-rock-correctional-center-pittsylvania-virginia-united-states,2023-03-06
Mental Health Clinician I -Keen Mountain Correctional Center,Full-Time (Salaried),Buchanan,NA,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/mental-health-clinician-i-oakwood-virginia-united-states,2023-03-06
Dentist - River North Correctional Center,Full-Time (Salaried),Grayson,NA,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/dentist-independence-virginia-united-states,2023-03-06
Dentist - Keen Mountain Correctional Center,Full-Time (Salaried),Buchanan,NA,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/dentist-oakwood-virginia-united-states,2023-03-06
Assistant Chief Medical Examiner- Western OCME,Full-Time (Salaried),"Roanoke
  Roanoke County",NA,Department of Health,https://www.jobs.virginia.gov/jobs/assistant-chief-medical-examiner-western-ocme-roanoke-virginia-united-states-roanoke-county,2023-03-06
Registered Nurse - Buckingham Correctional Center,Full-Time (Salaried),Buckingham,NA,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/registered-nurse-dillwyn-virginia-united-states-d3722def-fed5-4910-b07c-e49c379ec9a8,2023-03-06
Building and Grounds Superintendent B,Full-Time (Salaried),Richmond,NA,Department of Motor Vehicles,https://www.jobs.virginia.gov/jobs/building-and-grounds-superintendent-b-richmond-virginia-united-states,2023-03-06
Maintenance Operator (Front Royal AHQ),Full-Time (Salaried),Staunton,NA,VA Dept of Transportation,https://www.jobs.virginia.gov/jobs/maintenance-operator-front-royal-ahq-staunton-virginia-united-states,2023-03-06
PH Nurse,Full-Time (Salaried),Prince William,2023-03-08T23:55:00Z,Department of Health,https://www.jobs.virginia.gov/jobs/ph-nurse-prince-william-virginia-united-states,2023-03-06
Spanish Language Court Interpreter - Fauquier,Full-Time (Salaried),Fauquier County,NA,Supreme Court,https://www.jobs.virginia.gov/jobs/spanish-language-court-interpreter-fauquier-fauquier-county-virginia-united-states,2023-03-06
"Program Manager, Office of Agriculture & Forestry Development",Full-Time (Salaried),Richmond,2023-03-08T23:55:00Z,Agriculture & Consumer Svcs,https://www.jobs.virginia.gov/jobs/program-manager-office-of-agriculture-forestry-development-richmond-virginia-united-states,2023-03-06
Application Programmer/Analyst Senior ($5000.00 Sign On Bonus),Full-Time (Salaried),Richmond,2023-03-07T23:55:00Z,Department of Juvenile Justice,https://www.jobs.virginia.gov/jobs/application-programmer-analyst-senior-5000-00-sign-on-bonus-richmond-virginia-united-states,2023-03-06
Corrections Officer: Sussex I and II State Prison Complex,Full-Time (Salaried),"Surry
  Sussex",NA,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/corrections-officer-sussex-i-and-ii-state-prison-complex-surry-virginia-united-states-sussex,2023-03-06
Corrections Officer: River North Correctional Center #00378,Full-Time (Salaried),Grayson,NA,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/corrections-officer-river-north-correctional-center-grayson-virginia-united-states,2023-03-06
Corrections Officer: Bland Correctional Center #00313,Full-Time (Salaried),Bland,NA,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/corrections-officer-bland-correctional-center-bland-virginia-united-states,2023-03-06
Corrections Officer: Keen Mountain Correctional Center #00253,Full-Time (Salaried),Buchanan,NA,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/corrections-officer-keen-mountain-correctional-center-buchanan-virginia-united-states,2023-03-06
Corrections Officer: Green Rock Correctional Center #00203,Full-Time (Salaried),Pittsylvania,NA,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/corrections-officer-green-rock-correctional-center-pittsylvania-virginia-united-states,2023-03-06
Corrections Officer: Harrisonburg CCAP #01370,Full-Time (Salaried),"Harrisonburg
  Rockingham
  Shenandoah",NA,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/corrections-officer-harrisonburg-ccap-harrisonburg-virginia-united-states-rockingham-shenandoah,2023-03-06
Corrections Officer: Cold Springs CCAP #01179,Full-Time (Salaried),Augusta County,NA,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/corrections-officer-cold-springs-ccap-greenville-virginia-united-states,2023-03-06
Certified Nurse Practitioner Senior (MRG),Full-Time (Salaried),Bristol,NA,Department of Health,https://www.jobs.virginia.gov/jobs/certified-nurse-practitioner-senior-mrg-bristol-virginia-united-states-washington,2023-03-06
VIB Associate / Driver/Shipping/Receiving - #BVIIR010,Full-Time (Salaried),Richmond,NA,Dept for Blind/Vision Impaired,https://www.jobs.virginia.gov/jobs/vib-associate-driver-shipping-receiving-bviir010-richmond-virginia-united-states,2023-03-06
Special Education Teacher (Adult): Sussex State Prison Complex - #ED019,Full-Time (Salaried),Sussex,NA,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/special-education-teacher-adult-sussex-state-prison-complex-ed019-sussex-virginia-united-states,2023-03-06
Adult Education Teacher: Sussex State Prison Complex - #ED003,Full-Time (Salaried),Sussex,NA,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/adult-education-teacher-sussex-state-prison-complex-ed003-sussex-virginia-united-states,2023-03-06
IT Quality Assurance Analyst - Early Childhood Education,Full-Time (Salaried),Richmond,2023-03-06T23:55:00Z,Dept of Ed Central Operations,https://www.jobs.virginia.gov/jobs/it-quality-assurance-analyst-early-childhood-education-richmond-virginia-united-states,2023-03-06
"Assistant Attorney General, Dept. of Medical Assisted Services (OAGDMA04)",Full-Time (Salaried),Richmond,NA,Attorney General & Dept of Law,https://www.jobs.virginia.gov/jobs/assistant-attorney-general-dept-of-medical-assisted-services-oagdma04-richmond-virginia-united-states-d08bcbee-7a8c-4cbb-8fdc-b6be6678a545,2023-03-06
"Assistant Attorney General, Dept. of Medical Assisted Services (OAGDMA04)",Full-Time (Salaried),Richmond,NA,Attorney General & Dept of Law,https://www.jobs.virginia.gov/jobs/assistant-attorney-general-dept-of-medical-assisted-services-oagdma04-richmond-virginia-united-states-ef74d128-77e5-452b-bae0-6dfa96272550,2023-03-06
Compliance Specialist,Full-Time (Salaried),Richmond,2023-03-09T23:55:00Z,Dept of Ed Central Operations,https://www.jobs.virginia.gov/jobs/compliance-specialist-richmond-virginia-united-states,2023-03-06
Registered Nurse - Baskerville Correctional Center,Full-Time (Salaried),Mecklenburg,NA,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/registered-nurse-baskerville-correctional-center-mecklenburg-virginia-united-states,2023-03-06
Dentist - Sussex State Prison Complex II,Full-Time (Salaried),Sussex,NA,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/dentist-sussex-state-prison-complex-ii-sussex-virginia-united-states,2023-03-06
Contract Manager- Construction,Full-Time (Salaried),Fairfax County,2023-03-06T23:55:00Z,VA Dept of Transportation,https://www.jobs.virginia.gov/jobs/contract-manager-construction-fairfax-virginia-united-states,2023-03-06
Corrections Officer: VA Correctional Center for Women,Full-Time (Salaried),"Goochland
  Powhatan",NA,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/corrections-officer-goochland-virginia-united-states,2023-03-06
Facility Compliance Program Mgr,Full-Time (Salaried),Richmond,2023-03-06T23:55:00Z,VA Dept of Transportation,https://www.jobs.virginia.gov/jobs/facility-compliance-program-mgr-richmond-virginia-united-states-22e0f254-de3b-4225-b593-3c030e7d19ca,2023-03-06
"Assistant Attorney General, Dept. of Medical Assisted Services (OAGDMA04)",Full-Time (Salaried),Richmond,NA,Attorney General & Dept of Law,https://www.jobs.virginia.gov/jobs/assistant-attorney-general-dept-of-medical-assisted-services-oagdma04-richmond-virginia-united-states,2023-03-06
"Assistant Attorney General, Major Crimes and Emerging Threats (OAG00642)",Full-Time (Salaried),Roanoke,NA,Attorney General & Dept of Law,https://www.jobs.virginia.gov/jobs/assistant-attorney-general-major-crimes-and-emerging-threats-oag00642-roanoke-virginia-united-states,2023-03-06
Vocational Rehabilitation Counselor - #ARS00576,Full-Time (Salaried),Manassas,NA,Dept for Aging & Rehab Svcs,https://www.jobs.virginia.gov/jobs/vocational-rehabilitation-counselor-ars00576-manassas-virginia-united-states,2023-03-06
Chief Operations Officer,Full-Time (Salaried),"Manassas
  Prince William",2023-03-13T23:55:00Z,Department of Health,https://www.jobs.virginia.gov/jobs/chief-operations-officer-manassas-virginia-united-states-prince-william,2023-03-06
Regional Dam Safety Engineer,Full-Time (Salaried),Richmond,NA,Dept Conservation & Recreation,https://www.jobs.virginia.gov/jobs/regional-dam-safety-engineer-richmond-virginia-united-states,2023-03-06
RN Weekend Shift Supervisor,Full-Time (Salaried),Virginia Beach,NA,Dept of Veterans Services,https://www.jobs.virginia.gov/jobs/rn-weekend-shift-supervisor-virginia-beach-virginia-united-states-8dca5321-059f-424b-8ac3-16f4e26d033b,2023-03-06
General Accounting and Reporting Manager (Hybrid),Full-Time (Salaried),Richmond,2023-03-13T23:55:00Z,Virginia Retirement System,https://www.jobs.virginia.gov/jobs/general-accounting-and-reporting-manager-hybrid-richmond-virginia-united-states,2023-03-06
Rehabilitation Teacher - #BVI00124,Full-Time (Salaried),Fairfax County,NA,Dept for Blind/Vision Impaired,https://www.jobs.virginia.gov/jobs/rehabilitation-teacher-bvi00124-fairfax-county-virginia-united-states,2023-03-06
Title I Specialist,Full-Time (Salaried),Richmond,2023-03-06T23:55:00Z,Dept of Ed Central Operations,https://www.jobs.virginia.gov/jobs/title-i-specialist-richmond-virginia-united-states,2023-03-06
Public Health Nurse Sr.,Full-Time (Salaried),Petersburg,2023-03-10T23:55:00Z,Department of Health,https://www.jobs.virginia.gov/jobs/public-health-nurse-sr-petersburg-virginia-united-states-ddfc5e30-6e7d-4e71-bba9-08787ae61257,2023-03-06
Public Health Nurse Sr.,Full-Time (Salaried),Greensville,2023-03-10T23:55:00Z,Department of Health,https://www.jobs.virginia.gov/jobs/public-health-nurse-sr-greensville-virginia-united-states,2023-03-06
Public Health Nurse Sr.,Full-Time (Salaried),Petersburg,2023-03-10T23:55:00Z,Department of Health,https://www.jobs.virginia.gov/jobs/public-health-nurse-sr-petersburg-virginia-united-states,2023-03-06
Business Manager C (ALX),Full-Time (Salaried),Alexandria,2023-03-13T23:55:00Z,Department of Health,https://www.jobs.virginia.gov/jobs/business-manager-c-alx-alexandria-virginia-united-states,2023-03-06
Public Health Nurse Sr.,Full-Time (Salaried),Prince George,2023-03-10T23:55:00Z,Department of Health,https://www.jobs.virginia.gov/jobs/public-health-nurse-sr-prince-george-virginia-united-states,2023-03-06
RN Weekend Shift Supervisor,Full-Time (Salaried),Virginia Beach,NA,Dept of Veterans Services,https://www.jobs.virginia.gov/jobs/rn-weekend-shift-supervisor-virginia-beach-virginia-united-states,2023-03-06
Regulatory Compliance Specialist,Full-Time (Salaried),Richmond,NA,Virginia State Bar,https://www.jobs.virginia.gov/jobs/regulatory-compliance-specialist-richmond-virginia-united-states,2023-03-06
Benefits Administrator,Full-Time (Salaried),"North Chesterfield
  Richmond",NA,Department of Juvenile Justice,https://www.jobs.virginia.gov/jobs/benefits-administrator-north-chesterfield-virginia-united-states-richmond,2023-03-06
Registered Nurse,Full-Time (Salaried),Virginia Beach,NA,Dept of Veterans Services,https://www.jobs.virginia.gov/jobs/registered-nurse-virginia-beach-virginia-united-states,2023-03-06
Certified Nursing Assistant,Full-Time (Salaried),Virginia Beach,NA,Dept of Veterans Services,https://www.jobs.virginia.gov/jobs/certified-nursing-assistant-virginia-beach-virginia-united-states,2023-03-06
"Regional Marketing Specialist (food, agricultural and specialty crop products)",Full-Time (Salaried),"Accomac
  Northampton
  Virginia Beach",2023-03-10T23:55:00Z,Agriculture & Consumer Svcs,https://www.jobs.virginia.gov/jobs/regional-marketing-specialist-food-agricultural-and-specialty-crop-products-accomac-virginia-united-states-northampton-virginia-beach,2023-03-06
"Coordinator, Governor’s Schools and Gifted Education, K-12",Full-Time (Salaried),Richmond,2023-03-06T23:55:00Z,Dept of Ed Central Operations,https://www.jobs.virginia.gov/jobs/coordinator-governor-s-schools-and-gifted-education-k-12-richmond-virginia-united-states,2023-03-06
RN 11-7 Shift Relief Supervisor,Full-Time (Salaried),Virginia Beach,NA,Dept of Veterans Services,https://www.jobs.virginia.gov/jobs/rn-11-7-shift-relief-supervisor-virginia-beach-virginia-united-states,2023-03-06
RN 3-11 Shift Relief Supervisor,Full-Time (Salaried),Virginia Beach,NA,Dept of Veterans Services,https://www.jobs.virginia.gov/jobs/rn-3-11-shift-relief-supervisor-virginia-beach-virginia-united-states,2023-03-06
Housekeeper,Full-Time (Salaried),Virginia Beach,NA,Dept of Veterans Services,https://www.jobs.virginia.gov/jobs/day-porter-float-virginia-beach-virginia-united-states,2023-03-06
Human Resources Analyst,Full-Time (Salaried),Richmond,NA,Supreme Court,https://www.jobs.virginia.gov/jobs/human-resource-analyst-richmond-virginia-united-states-ca202b8d-70a2-4252-bd02-a23ad2133681,2023-03-06
Corrections Officer - State Farm Correctional Complex,Full-Time (Salaried),"Goochland
  Richmond",NA,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/corrections-officer-state-farm-virginia-united-states-809beb00-b44a-4b84-946a-5d35777d5d32,2023-03-06
Systems Analyst - Advanced #W5165,Full-Time (Salaried),Richmond,NA,Department of Social Services,https://www.jobs.virginia.gov/jobs/systems-analyst-advanced-richmond-virginia-united-states,2023-03-06
"Assistant Attorney General, Transportation Section (OAG00485)",Full-Time (Salaried),Richmond,NA,Attorney General & Dept of Law,https://www.jobs.virginia.gov/jobs/assistant-attorney-general-richmond-virginia-united-states,2023-03-06
"Assistant Attorney General, Criminal Litigation Section (OAG00541)",Full-Time (Salaried),Richmond,NA,Attorney General & Dept of Law,https://www.jobs.virginia.gov/jobs/assistant-attorney-general-richmond-virginia-united-states-e4de1b25-a0b0-4d12-9d69-1410d774e51a,2023-03-06
"Assistant Attorney General, Computer Crimes Section (OAG00444)",Full-Time (Salaried),Richmond,NA,Attorney General & Dept of Law,https://www.jobs.virginia.gov/jobs/assistant-attorney-general-richmond-virginia-united-states-82d53b20-7c25-4492-ac27-21c020921972,2023-03-06
"Assistant Attorney General, Health Professions Section (OAG00279)",Full-Time (Salaried),Richmond,NA,Attorney General & Dept of Law,https://www.jobs.virginia.gov/jobs/assistant-attorney-general-richmond-virginia-united-states-99024962-ba6c-4809-a939-3bf8a407488c,2023-03-06
"Assistant Attorney General, Health Professions Section (OAG00076)",Full-Time (Salaried),Richmond,NA,Attorney General & Dept of Law,https://www.jobs.virginia.gov/jobs/assistant-attorney-general-richmond-virginia-united-states-9fc3bd42-fda2-443d-bb5d-bb1ff83c36a0,2023-03-06
"Assistant Attorney General, Environmental Section (OAG00217)",Full-Time (Salaried),Richmond,NA,Attorney General & Dept of Law,https://www.jobs.virginia.gov/jobs/assistant-attorney-general-richmond-virginia-united-states-0ff73833-3799-4ed5-82e3-72cf7b5506c3,2023-03-06
"Assistant Attorney General, Environmental Section (OAG00103)",Full-Time (Salaried),Richmond,NA,Attorney General & Dept of Law,https://www.jobs.virginia.gov/jobs/assistant-attorney-general-richmond-virginia-united-states-9e563908-9d2a-4c1c-879e-1a0cbb3100ea,2023-03-06
Assistant Attorney General / Technology & Procurement Law Section,Full-Time (Salaried),Richmond,NA,Attorney General & Dept of Law,https://www.jobs.virginia.gov/jobs/assistant-attorney-general-technology-procurement-law-section-richmond-virginia-united-states,2023-03-06
"Assistant Attorney General III, Real Estate & Land Use Section (OAG00113)",Full-Time (Salaried),Richmond,NA,Attorney General & Dept of Law,https://www.jobs.virginia.gov/jobs/assistant-attorney-general-iii-richmond-virginia-united-states,2023-03-06
"Paralegal, Insurance & Utilities Regulatory Section (OAG00123)",Full-Time (Salaried),Richmond,NA,Attorney General & Dept of Law,https://www.jobs.virginia.gov/jobs/paralegal-insurance-utilities-regulatory-section-richmond-virginia-united-states-6315e9e3-10b7-4556-8bb9-1c03963d0aab,2023-03-06
Director of Victim Services (OAG00205),Full-Time (Salaried),Richmond,NA,Attorney General & Dept of Law,https://www.jobs.virginia.gov/jobs/director-of-victim-services-richmond-virginia-united-states,2023-03-06
Senior IT Management Analyst (Hybrid),Full-Time (Salaried),Richmond,NA,Virginia Retirement System,https://www.jobs.virginia.gov/jobs/senior-it-management-analyst-hybrid-richmond-virginia-united-states,2023-03-06
Senior Employer Confirmation Analyst (Hybrid),Full-Time (Salaried),Richmond,NA,Virginia Retirement System,https://www.jobs.virginia.gov/jobs/senior-employer-confirmation-analyst-hybrid-richmond-virginia-united-states,2023-03-06
Licensed Practical Nurse,Full-Time (Salaried),"Richmond
  Sussex",NA,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/licensed-practical-nurse-waverly-virginia-united-states,2023-03-06
SharePoint Administrator - 00016,Full-Time (Salaried),Richmond,NA,Department of General Services,https://www.jobs.virginia.gov/jobs/sharepoint-administrator-00016-richmond-virginia-united-states,2023-03-06
Licensed Practical Nurse (LPN),Full-Time (Salaried),Richmond,NA,Dept of Veterans Services,https://www.jobs.virginia.gov/jobs/licensed-practical-nurse-lpn-richmond-virginia-united-states,2023-03-06
Certified Nurse Aide (CNA),Full-Time (Salaried),Richmond,NA,Dept of Veterans Services,https://www.jobs.virginia.gov/jobs/certified-nurse-aide-cna-richmond-virginia-united-states,2023-03-06
Special Assistant,Full-Time (Salaried),Richmond,NA,Tobacco Rgn Revitalizatn Comm,https://www.jobs.virginia.gov/jobs/special-assistant-richmond-virginia-united-states,2023-03-06
"Assistant Attorney General, Antitrust Unit (OAG00336)",Full-Time (Salaried),Richmond,NA,Attorney General & Dept of Law,https://www.jobs.virginia.gov/jobs/assistant-attorney-general-richmond-virginia-united-states-385e77ae-8952-484d-b933-3f6cee73f110,2023-03-06
"Assistant Attorney General, Health Professions Unit (OAG00150)",Full-Time (Salaried),Richmond,NA,Attorney General & Dept of Law,https://www.jobs.virginia.gov/jobs/assistant-attorney-general-richmond-virginia-united-states-a3dba95f-ff60-4418-8c65-45bd33ee47be,2023-03-06
"Assistant Attorney General, Civil Litigation Section (OAG00507)",Full-Time (Salaried),Richmond,NA,Attorney General & Dept of Law,https://www.jobs.virginia.gov/jobs/assistant-attorney-general-richmond-virginia-united-states-e75dd8ee-e3cb-4b7b-8c92-62373e27781c,2023-03-06
"Assistant Attorney General, Unit Manager Position",Full-Time (Salaried),Richmond,NA,Attorney General & Dept of Law,https://www.jobs.virginia.gov/jobs/assistant-attorney-general-unit-manager-position-richmond-virginia-united-states,2023-03-06
Assistant Clerk,Full-Time (Salaried),Richmond,NA,Virginia State Bar,https://www.jobs.virginia.gov/jobs/assistant-clerk-richmond-virginia-united-states,2023-03-06
Community Engagement & Partnerships Specialist,Full-Time (Salaried),Richmond,NA,The Library of Virginia,https://www.jobs.virginia.gov/jobs/community-engagement-partnerships-specialist-richmond-virginia-united-states,2023-03-06
Planning & Deployment Team Leader - FL007,Full-Time (Salaried),Richmond,NA,Department of General Services,https://www.jobs.virginia.gov/jobs/planning-deployment-team-leader-fl007-richmond-virginia-united-states,2023-03-06
State Review Architect - EE009,Full-Time (Salaried),Richmond,NA,Department of General Services,https://www.jobs.virginia.gov/jobs/state-review-architect-ee009-richmond-virginia-united-states,2023-03-06
Application Developer - 00150,Full-Time (Salaried),Richmond,NA,Department of General Services,https://www.jobs.virginia.gov/jobs/application-developer-00150-richmond-virginia-united-states,2023-03-06
Dental Hygienist - Coffeewood Correctional Center,Full-Time (Salaried),"Culpepper
  Richmond",NA,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/template-dental-hygienist-mitchells-virginia-united-states,2023-03-06
Unemployment Tax Representative,Full-Time (Salaried),"Chesterfield
  Henrico
  Petersburg
  Richmond

            Chesterfield
  Henrico
  Petersburg",NA,Virginia Employment Commission,https://www.jobs.virginia.gov/jobs/unemployment-tax-representative-richmond-virginia-united-states,2023-03-06
Corrections Officer (Caroline Correctional Unit),Full-Time (Salaried),"Caroline
  Charles City
  Chesterfield
  Hanover
  Henrico
  Hopewell
  Petersburg
  Richmond

            Caroline
  Charles City
  Chesterfield",NA,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/corrections-officer-caroline-correctional-unit-haynesville-virginia-united-states,2023-03-06
Capital Outlay Program Reviewer - EE061,Full-Time (Salaried),Richmond,NA,Department of General Services,https://www.jobs.virginia.gov/jobs/capital-outlay-program-reviewer-ee061-richmond-virginia-united-states,2023-03-06
Sr. Application & Integration Developer - 00020,Full-Time (Salaried),Richmond,NA,Department of General Services,https://www.jobs.virginia.gov/jobs/sr-application-integration-developer-00020-richmond-virginia-united-states,2023-03-06
Housekeeping Worker-Day Shift,Full-Time (Salaried),Richmond,NA,Department of General Services,https://www.jobs.virginia.gov/jobs/housekeeping-worker-day-shift-richmond-virginia-united-states,2023-03-06
Environmental Program Planner,Full-Time (Salaried),Richmond,NA,Dept Conservation & Recreation,https://www.jobs.virginia.gov/jobs/environmental-program-planner-richmond-virginia-united-states,2023-03-06
"Senior IT Auditor - UP TO $10,000 SIGN-ON BONUS",Full-Time (Salaried),"Henrico
  Richmond",NA,Virginia Employment Commission,https://www.jobs.virginia.gov/jobs/senior-it-auditor-up-to-10-000-sign-on-bonus-richmond-virginia-united-states,2023-03-06
CO - P4540 - Groundwater Characterization Geologist,Full-Time (Salaried),"Henrico
  Richmond",NA,Dept of Environmental Quality,https://www.jobs.virginia.gov/jobs/co-p4540-groundwater-characterization-geologist-richmond-virginia-united-states-72f8aa48-5311-4c75-a050-db758481c45b,2023-03-06
Deputy Solicitor General (OAG00374),Full-Time (Salaried),Richmond,NA,Attorney General & Dept of Law,https://www.jobs.virginia.gov/jobs/deputy-solicitor-general-richmond-virginia-united-states,2023-03-06
CO - P0239 - VPDES POTW & Industrial Waste Water Treatment Compliance Coordinator,Full-Time (Salaried),Richmond,NA,Dept of Environmental Quality,https://www.jobs.virginia.gov/jobs/co-p0239-vpdes-potw-industrial-waste-water-treatment-compliance-coordinator-richmond-virginia-united-states,2023-03-06
Capital Outlay Reviewer - EE037,Full-Time (Salaried),Richmond,NA,Department of General Services,https://www.jobs.virginia.gov/jobs/capital-outlay-reviewer-ee037-richmond-virginia-united-states,2023-03-06
"Assistant Attorney General, Correctional Litigation Section (OAG00591)",Full-Time (Salaried),"Washington
  Richmond",NA,Attorney General & Dept of Law,https://www.jobs.virginia.gov/jobs/assistant-attorney-general-oag00591-richmond-virginia-united-states,2023-03-06
PeopleSoft Developer - 00022,"Faculty (Salaried)
              Full-Time (Salaried)",Richmond,NA,Department of General Services,https://www.jobs.virginia.gov/jobs/peoplesoft-developer-00022-richmond-virginia-united-states,2023-03-06
HR Manager,Full-Time (Salaried),Richmond,NA,The Science Museum of Virginia,https://www.jobs.virginia.gov/jobs/hr-manager-richmond-virginia-united-states-f9fd55a7-58dd-474b-b832-7c0b5add5910,2023-03-06
Assistant Attorney General / Employment Law - OAG00801,Full-Time (Salaried),Richmond,NA,Attorney General & Dept of Law,https://www.jobs.virginia.gov/jobs/assistant-attorney-general-employment-law-oag00801-richmond-virginia-united-states,2023-03-06
Assistant Attorney General / Employment Law - OAG00802,Full-Time (Salaried),Richmond,NA,Attorney General & Dept of Law,https://www.jobs.virginia.gov/jobs/assistant-attorney-general-employment-law-oag00802-richmond-virginia-united-states,2023-03-06
"Admin Office Specialist III, Correctional Litigation Section (OAG00555)",Full-Time (Salaried),Richmond,NA,Attorney General & Dept of Law,https://www.jobs.virginia.gov/jobs/admin-office-specialist-iii-richmond-virginia-united-states,2023-03-06
Digital Collections Specialist - WWII Separation Notices Digital Project,"Full-Time (Salaried)
              Restricted Full-Time",Richmond,NA,The Library of Virginia,https://www.jobs.virginia.gov/jobs/digital-collections-specialist-wwii-separation-notices-digital-project-richmond-virginia-united-states,2023-03-06
Deputy State Health Commissioner (Deputy Commissioner for Community Health Services),Full-Time (Salaried),Richmond,NA,Department of Health,https://www.jobs.virginia.gov/jobs/deputy-state-health-commissioner-deputy-commissioner-for-community-health-services-richmond-virginia-united-states,2023-03-06
Investments Senior Compliance Analyst,Full-Time (Salaried),Richmond,NA,Virginia Retirement System,https://www.jobs.virginia.gov/jobs/investments-senior-compliance-analyst-richmond-virginia-united-states,2023-03-06
Group Violence Intervention (GVI) Coordinator. Programs/Major Crimes &Emerging Threats Section- Metro Richmond (OAG00661),Full-Time (Salaried),Richmond,NA,Attorney General & Dept of Law,https://www.jobs.virginia.gov/jobs/group-violence-intervention-gvi-coordinator-programs-major-crimes-emerging-threats-section-metro-richmond-oag00661-richmond-virginia-united-states,2023-03-06
Staff Attorney - Supreme Court of Virginia - Court Improvement Program,Full-Time (Salaried),Richmond,NA,Supreme Court,https://www.jobs.virginia.gov/jobs/staff-attorney-supreme-court-of-virginia-court-improvement-richmond-virginia-united-states,2023-03-06
Education Coordinator - Supreme Court of Virginia - Court Improvement Program,Full-Time (Salaried),Richmond,NA,Supreme Court,https://www.jobs.virginia.gov/jobs/education-coordinator-supreme-court-of-virginia-richmond-virginia-united-states,2023-03-06
American Sign Language Court Interpreter - Northern Virginia,Full-Time (Salaried),Richmond,NA,Supreme Court,https://www.jobs.virginia.gov/jobs/american-sign-language-court-interpreter-richmond-virginia-united-states,2023-03-06
Communication Access Realtime Translation Captioner,Full-Time (Salaried),Richmond,NA,Supreme Court,https://www.jobs.virginia.gov/jobs/communication-access-realtime-translation-captioner-richmond-virginia-united-states,2023-03-06
"Assistant Attorney General, Tobacco Enforcement Section (OAG00350)",Full-Time (Salaried),Richmond,NA,Attorney General & Dept of Law,https://www.jobs.virginia.gov/jobs/assistant-attorney-general-tobacco-enforcement-section-oag00350-richmond-virginia-united-states,2023-03-06
"Assistant Attorney General, Government Operations and Transactions Division (OAG00671)",Full-Time (Salaried),Richmond,NA,Attorney General & Dept of Law,https://www.jobs.virginia.gov/jobs/assistant-attorney-general-government-operations-and-transactions-division-oag00671-richmond-virginia-united-states,2023-03-06
"Assistant Attorney General, Government Operations and Transactions Division (OAG00672)",Full-Time (Salaried),Richmond,NA,Attorney General & Dept of Law,https://www.jobs.virginia.gov/jobs/assistant-attorney-general-government-operations-and-transactions-division-oag00672-richmond-virginia-united-states,2023-03-06
Human Resource Analyst,Full-Time (Salaried),Richmond,NA,Department of Accounts,https://www.jobs.virginia.gov/jobs/human-resource-analyst-richmond-virginia-united-states-eb78fd73-42f8-47ea-add3-b7cf1c48f14d,2023-03-06
Charge Card Analyst,Full-Time (Salaried),Richmond,NA,Department of Accounts,https://www.jobs.virginia.gov/jobs/charge-card-analyst-richmond-virginia-united-states,2023-03-06
