Title,EmploymentType,Location,ClosingDate,Agency,Link,DateFirstRetrieved
Highway Maintenance Worker,Full-Time (Salaried),"Bristol
  Wise",NA,VA Dept of Transportation,https://www.jobs.virginia.gov/jobs/highway-maintenance-worker-bristol-virginia-united-states-wise-virginia,2023-03-06
Plant Protection Inspector (Abingdon) #00431,Full-Time (Salaried),"Bristol
  Buchanan
  Dickenson
  Lee
  Norton
  Russell
  Scott
  Smyth
  Tazewell
  Washington
  Wise

            Bristol
  Buchanan
  Dickenson",2023-03-10T23:55:00Z,Agriculture & Consumer Svcs,https://www.jobs.virginia.gov/jobs/plant-protection-inspector-abingdon-00431-bristol-virginia-united-states-buchanan-dickenson-lee-norton-russell-scott-smyth-tazewell-washington-wise-virginia,2023-03-06
Corrections Lieutenant: Red Onion State Prison #00633,Full-Time (Salaried),Wise,2023-03-17T23:55:00Z,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/corrections-lieutenant-red-onion-state-prison-00633-wise-virginia-virginia-united-states,2023-03-06
Institutional Operations Manager: Red Onion State Prison #00007,Full-Time (Salaried),Wise,2023-03-17T23:55:00Z,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/institutional-operations-manager-red-onion-state-prison-00007-wise-virginia-virginia-united-states,2023-03-06
Registered Nurse - Red Onion State Prison,Full-Time (Salaried),Wise,NA,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/registered-nurse-red-onion-state-prison-wise-virginia-virginia-united-states,2023-03-06
Corrections Officer: Red Onion State Prison #00560,Full-Time (Salaried),Wise,NA,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/corrections-officer-pound-virginia-united-states,2023-03-06
Corrections Officer: Wallen's Ridge State Prison #00247,Full-Time (Salaried),Wise,NA,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/corrections-officer-big-stone-gap-virginia-united-states,2023-03-06
"Agricultural Commodities Inspector (animal feed, fertilizer, lime, seed)  #01288",Full-Time (Salaried),"Alexandria
  Arlington
  Clarke
  Culpepper
  Fairfax
  Fairfax County
  Falls Church
  Fauquier County
  Frederick County
  Greene
  Loudoun County
  Madison
  Manassas
  Manassas Park
  Orange
  Page
  Prince William
  Rappahannock
  Warren
  Winchester

            Alexandria
  Arlington
  Clarke",2023-03-31T23:55:00Z,Agriculture & Consumer Svcs,https://www.jobs.virginia.gov/jobs/agricultural-commodities-inspector-animal-feed-fertilizer-lime-seed-01288-alexandria-virginia-united-states-arlington-clarke-virginia-culpepper-fairfax-fairfax-county-falls-church-fauquier-co,2023-03-06
Deputy Clerk - Clarke,Full-Time (Salaried),Clarke,2023-03-10T23:55:00Z,Supreme Court,https://www.jobs.virginia.gov/jobs/deputy-clerk-clarke-clarke-virginia-virginia-united-states,2023-03-06
"Highway Maintenance Equipment Operator (Franklin County) *$3,000 Sign-On Bonus *",Full-Time (Salaried),Franklin County,NA,VA Dept of Transportation,https://www.jobs.virginia.gov/jobs/highway-maintenance-equipment-operator-franklin-county-franklin-county-virginia-united-states,2023-03-06
Construction Engineer,Full-Time (Salaried),Richmond,2023-03-20T23:55:00Z,VA Dept of Transportation,https://www.jobs.virginia.gov/jobs/construction-engineer-richmond-virginia-united-states,2023-03-06
Healthcare Technician Sr.,Full-Time (Salaried),Stafford,2023-03-09T23:55:00Z,Department of Health,https://www.jobs.virginia.gov/jobs/healthcare-technician-sr-stafford-virginia-united-states,2023-03-06
Real Pay for Real Jobs (RPRJ) EPIC Project Administrative Support - #ARSR1206,Full-Time (Salaried),Henrico,2023-03-08T23:55:00Z,Dept for Aging & Rehab Svcs,https://www.jobs.virginia.gov/jobs/real-pay-for-real-jobs-rprj-epic-project-administrative-support-arsr1206-henrico-virginia-united-states,2023-03-06
Scientist I - CL626,Full-Time (Salaried),Richmond,NA,Department of General Services,https://www.jobs.virginia.gov/jobs/scientist-i-cl626-richmond-virginia-united-states,2023-03-06
Placement Counselor - #ARS01132,Full-Time (Salaried),Charlottesville,2023-03-08T23:55:00Z,Dept for Aging & Rehab Svcs,https://www.jobs.virginia.gov/jobs/placement-counselor-ars01132-charlottesville-virginia-united-states,2023-03-06
Deputy Clerk - Danville,Full-Time (Salaried),Danville,2023-03-10T23:55:00Z,Supreme Court,https://www.jobs.virginia.gov/jobs/deputy-clerk-danville-danville-virginia-united-states,2023-03-06
Senior Assistant Public Defender / Senior Trial Attorney - Prince William,Full-Time (Salaried),Prince William,2023-03-31T23:55:00Z,Indigent Defense Commission,https://www.jobs.virginia.gov/jobs/senior-assistant-public-defender-senior-trial-attorney-prince-william-manassas-virginia-united-states-a764cc81-8749-47fd-9c77-ad1221052206,2023-03-06
Attorney - Senior Assistant Public Defender - Chesterfield,Full-Time (Salaried),Chesterfield,2023-03-31T23:55:00Z,Indigent Defense Commission,https://www.jobs.virginia.gov/jobs/attorney-senior-assistant-public-defender-chesterfield-chesterfield-virginia-united-states,2023-03-06
Maintenance & Operations Supervisor - #BVI00113,Full-Time (Salaried),Richmond,NA,Dept for Blind/Vision Impaired,https://www.jobs.virginia.gov/jobs/maintenance-operations-supervisor-bvi00113-richmond-virginia-united-states,2023-03-06
Safety or Health Compliance Officer,Full-Time (Salaried),Henrico,2023-03-23T23:55:00Z,Dept of Labor and Industry,https://www.jobs.virginia.gov/jobs/safety-or-health-compliance-officer-henrico-virginia-united-states,2023-03-06
Sr. Forms Analyst,Full-Time (Salaried),Richmond,2023-03-17T23:55:00Z,Department of Motor Vehicles,https://www.jobs.virginia.gov/jobs/sr-forms-analyst-richmond-virginia-united-states,2023-03-06
Corrections Sergeant: Patrick Henry Correctional Unit 28 #28037,Full-Time (Salaried),Henry,2023-03-17T23:55:00Z,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/corrections-sergeant-patrick-henry-correctional-unit-28-28037-henry-virginia-united-states,2023-03-06
Program Support Technician (Security): Marion Correctional Center #00202,Full-Time (Salaried),Smyth,2023-03-17T23:55:00Z,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/program-support-technician-security-marion-correctional-center-00202-smyth-virginia-united-states,2023-03-06
Motor Carrier Program Specialist,Full-Time (Salaried),Richmond,2023-03-16T23:55:00Z,Department of Motor Vehicles,https://www.jobs.virginia.gov/jobs/motor-carrier-program-specialist-richmond-virginia-united-states-1f0315a1-8d04-435f-b7ff-a4841181c29d,2023-03-06
Probation Officer: P&P District #01 Richmond #P0167,Full-Time (Salaried),Richmond,2023-03-17T23:55:00Z,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/probation-officer-p-p-district-01-richmond-p0167-richmond-virginia-united-states,2023-03-06
Surveillance Officer: P&P District #01 Richmond #P0193,Full-Time (Salaried),Richmond,2023-03-17T23:55:00Z,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/surveillance-officer-p-p-district-01-richmond-p0193-richmond-virginia-united-states,2023-03-06
Probation Officer: P&P District #26 Culpeper #P2607,Full-Time (Salaried),Culpepper,2023-03-17T23:55:00Z,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/probation-officer-p-p-district-26-culpeper-p2607-culpepper-virginia-united-states,2023-03-06
Program Support Technician: Coffeewood Correctional Center #00090,Full-Time (Salaried),Culpepper,2023-03-10T23:55:00Z,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/program-support-technician-coffeewood-correctional-center-00090-culpepper-virginia-united-states,2023-03-06
Office Services Specialist: Nottoway Correctional Center #00646,Full-Time (Salaried),Nottoway,2023-03-17T23:55:00Z,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/office-services-specialist-nottoway-correctional-center-00646-nottoway-virginia-united-states,2023-03-06
Probation Officer: P&P District #21 Fredericksburg #P2128,Full-Time (Salaried),Fredericksburg,2023-03-17T23:55:00Z,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/probation-officer-p-p-district-21-fredericksburg-p2128-fredericksburg-virginia-united-states,2023-03-06
Casework Counselor: Baskerville Correctional Center #04042,Full-Time (Salaried),Mecklenburg,2023-03-17T23:55:00Z,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/casework-counselor-baskerville-correctional-center-04042-mecklenburg-virginia-united-states,2023-03-06
HVAC Installation & Repair Supervisor: Fluvanna Correctional Center #00112,Full-Time (Salaried),Fluvanna,2023-03-17T23:55:00Z,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/hvac-installation-repair-supervisor-fluvanna-correctional-center-00112-fluvanna-virginia-united-states,2023-03-06
Accountant Senior: State Farm Complex #02119,Full-Time (Salaried),Powhatan,2023-03-17T23:55:00Z,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/accountant-senior-state-farm-complex-02119-powhatan-virginia-united-states,2023-03-06
Local Facilities Manager: #01261,Full-Time (Salaried),Richmond,2023-03-17T23:55:00Z,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/local-facilities-manager-01261-richmond-virginia-united-states,2023-03-06
Probation Officer: P&P District #39 Harrisonburg #P3934,Full-Time (Salaried),Harrisonburg,2023-03-17T23:55:00Z,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/probation-officer-p-p-district-39-harrisonburg-p3934-harrisonburg-virginia-united-states,2023-03-06
Business Manager: Augusta Correctional Center #00005,Full-Time (Salaried),Augusta County,2023-03-17T23:55:00Z,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/business-manager-augusta-correctional-center-00005-augusta-county-virginia-united-states,2023-03-06
Corrections Sergeant: Pocahontas State Correctional Center #00110,Full-Time (Salaried),Tazewell,2023-03-17T23:55:00Z,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/corrections-sergeant-pocahontas-state-correctional-center-00110-tazewell-virginia-united-states,2023-03-06
Food Operations Supervisor:  Pocahontas State Correctional Center #00028,Full-Time (Salaried),Tazewell,2023-03-17T23:55:00Z,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/food-operations-supervisor-pocahontas-state-correctional-center-00028-tazewell-virginia-united-states,2023-03-06
Corrections Officer: Cold Springs Correctional Unit 10 #10107,Full-Time (Salaried),Augusta County,2023-03-17T23:55:00Z,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/corrections-officer-cold-springs-correctional-unit-10-10107-augusta-county-virginia-united-states,2023-03-06
Food Operations Assistant Director: Keen Mountain Correctional Center #00042,Full-Time (Salaried),Buchanan,2023-03-17T23:55:00Z,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/food-operations-assistant-director-keen-mountain-correctional-center-00042-buchanan-virginia-united-states,2023-03-06
Agency Management Analyst: River North Correctional Center #00163,Full-Time (Salaried),Grayson,2023-03-17T23:55:00Z,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/agency-management-analyst-river-north-correctional-center-00163-grayson-virginia-united-states,2023-03-06
Probation Officer (Sex Offender Supervision): P&P District #40 Fincastle #P4016,Full-Time (Salaried),"Botetourt County
  Buchanan
  Buena Vista
  Clifton Forge
  Covington
  Danville

            Botetourt County
  Buchanan
  Buena Vista",2023-03-17T23:55:00Z,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/probation-officer-sex-offender-supervision-p-p-district-40-fincastle-p4016-botetourt-county-virginia-united-states-buchanan-buena-vista-clifton-forge-covington-danville,2023-03-06
"Program Support Technician, Fredericksburg (W1284)",Full-Time (Salaried),Fredericksburg,2023-03-09T23:55:00Z,Department of Social Services,https://www.jobs.virginia.gov/jobs/program-support-technician-fredericksburg-w1284-fredericksburg-virginia-united-states,2023-03-06
Project Review Architectural Historian,Full-Time (Salaried),Richmond,2023-03-24T23:55:00Z,Dept of Historic Resources,https://www.jobs.virginia.gov/jobs/project-review-architectural-historian-richmond-virginia-united-states,2023-03-06
Program Consultant Sr. #W1356,Full-Time (Salaried),Richmond,2023-03-17T23:55:00Z,Department of Social Services,https://www.jobs.virginia.gov/jobs/program-consultant-sr-w1356-richmond-virginia-united-states,2023-03-06
Treatment Plant Superintendent: Augusta Correctional Center #01806,Full-Time (Salaried),"Augusta County
  Bath
  Covington
  Staunton

            Augusta County
  Bath
  Covington",2023-03-17T23:55:00Z,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/treatment-plant-superintendent-augusta-correctional-center-01806-augusta-county-virginia-united-states-bath-covington-staunton,2023-03-06
Program Manager Sr. #W5169,Full-Time (Salaried),,2023-03-12T23:55:00Z,Department of Social Services,https://www.jobs.virginia.gov/jobs/program-manager-sr-w5169-virginia-united-states,2023-03-06
"DMV Customer Service Center Generalists - Hampton, Multi-Hire - Pos. 04663",Full-Time (Salaried),Hampton,2023-03-13T23:55:00Z,Department of Motor Vehicles,https://www.jobs.virginia.gov/jobs/dmv-customer-service-center-generalists-hampton-multi-hire-pos-04663-hampton-virginia-united-states,2023-03-06
IT Security Analyst,Full-Time (Salaried),Richmond,2023-03-17T23:55:00Z,VA Dept of Transportation,https://www.jobs.virginia.gov/jobs/it-security-analyst-richmond-virginia-united-states,2023-03-06
Program Specialist Senior 02849,Full-Time (Salaried),Richmond,2023-03-16T23:55:00Z,Department of Motor Vehicles,https://www.jobs.virginia.gov/jobs/program-specialist-senior-02849-richmond-virginia-united-states,2023-03-06
Program Specialist Senior 02846,Full-Time (Salaried),Richmond,2023-03-16T23:55:00Z,Department of Motor Vehicles,https://www.jobs.virginia.gov/jobs/program-specialist-senior-02486-richmond-virginia-united-states,2023-03-06
IT Data Program Manager,Full-Time (Salaried),Richmond,2023-03-17T23:55:00Z,VA Dept of Transportation,https://www.jobs.virginia.gov/jobs/it-data-program-manager-richmond-virginia-united-states,2023-03-06
Maintenance Supervisor,Full-Time (Salaried),Botetourt County,2023-03-09T23:55:00Z,VA Dept of Transportation,https://www.jobs.virginia.gov/jobs/maintenance-supervisor-botetourt-county-virginia-united-states-8d2a680c-03ce-430b-8e4f-a517b5840303,2023-03-06
Programmer Analyst,Full-Time (Salaried),Charlottesville,2023-03-16T23:55:00Z,Department of Forestry,https://www.jobs.virginia.gov/jobs/programmer-analyst-charlottesville-virginia-united-states,2023-03-06
Clerk of Court - Portsmouth,Full-Time (Salaried),Portsmouth,2023-03-10T23:55:00Z,Supreme Court,https://www.jobs.virginia.gov/jobs/clerk-of-court-portsmouth-portsmouth-virginia-united-states,2023-03-06
Deputy Clerk - Traffic - Fairfax,Full-Time (Salaried),Fairfax County,NA,Supreme Court,https://www.jobs.virginia.gov/jobs/deputy-clerk-traffic-fairfax-fairfax-county-virginia-united-states,2023-03-06
Shipping/Receiving Associate IV - #BVIIR020,Full-Time (Salaried),Richmond,NA,Dept for Blind/Vision Impaired,https://www.jobs.virginia.gov/jobs/shipping-receiving-associate-iv-bviir020-richmond-virginia-united-states,2023-03-06
Architectural/Engineer Consultant,Full-Time (Salaried),Richmond,NA,Dept of Ed Central Operations,https://www.jobs.virginia.gov/jobs/architectural-engineer-consultant-richmond-virginia-united-states,2023-03-06
Deputy Clerk - Stafford,Full-Time (Salaried),Stafford,2023-03-10T23:55:00Z,Supreme Court,https://www.jobs.virginia.gov/jobs/deputy-clerk-stafford-stafford-virginia-united-states-04339c46-23ca-44cd-8c62-8f9a8255d2a3,2023-03-06
Traffic Signal Technician Senior,Full-Time (Salaried),Suffolk,2023-03-19T23:55:00Z,VA Dept of Transportation,https://www.jobs.virginia.gov/jobs/traffic-signal-technician-senior-suffolk-virginia-united-states,2023-03-06
Accounts Payable Senior,Full-Time (Salaried),Richmond,2023-03-17T23:55:00Z,Dept of Ed Central Operations,https://www.jobs.virginia.gov/jobs/accounts-payable-senior-richmond-virginia-united-states,2023-03-06
"Assistant Attorney General, Child Support Section (OAG00619)",Full-Time (Salaried),Fairfax,NA,Attorney General & Dept of Law,https://www.jobs.virginia.gov/jobs/assistant-attorney-general-child-support-section-oag00619-fairfax-virginia-united-states-90605d67-0cdf-4e20-a605-3c55bd912acd,2023-03-06
Attorney - Assistant Public Defender I - Norfolk,Full-Time (Salaried),Norfolk,2023-03-16T23:55:00Z,Indigent Defense Commission,https://www.jobs.virginia.gov/jobs/attorney-assistant-public-defender-i-norfolk-norfolk-virginia-united-states,2023-03-06
Public Health Nurse,Full-Time (Salaried),"Danville
  Halifax
  Henry
  Martinsville
  Pittsylvania

            Danville
  Halifax
  Henry",2023-03-16T23:55:00Z,Department of Health,https://www.jobs.virginia.gov/jobs/public-health-nurse-danville-virginia-united-states-halifax-henrico-martinsville-pittsylvania,2023-03-06
Sr. Class & Comp Consultant - #ARS00387,Full-Time (Salaried),"Augusta County
  Charlottesville
  Hampton
  Henrico
  Norfolk
  Richmond
  Roanoke
  Roanoke County

            Augusta County
  Charlottesville
  Hampton",2023-03-15T23:55:00Z,Dept for Aging & Rehab Svcs,https://www.jobs.virginia.gov/jobs/sr-class-comp-consultant-ars00387-augusta-county-virginia-united-states-charlottesville-hampton-henrico-norfolk-richmond-roanoke-roanoke-county,2023-03-06
Outbound Correspondence Technician,Full-Time (Salaried),Richmond,2023-03-16T23:55:00Z,VA Workers' Compensation Comm,https://www.jobs.virginia.gov/jobs/outbound-correspondence-technician-roanoke-virginia-united-states,2023-03-06
Training and Development Coordinator,Full-Time (Salaried),Richmond,2023-03-16T23:55:00Z,Dept of Housing & Cmnty Devel,https://www.jobs.virginia.gov/jobs/training-and-development-coordinator-richmond-virginia-united-states,2023-03-06
EDI Coordinator,Full-Time (Salaried),Richmond,2023-03-12T23:55:00Z,Department of Accounts,https://www.jobs.virginia.gov/jobs/edi-coordinator-richmond-virginia-united-states,2023-03-06
Asbestos/Lead Fiscal Technician,Full-Time (Salaried),Richmond,2023-03-16T23:55:00Z,Dept of Labor and Industry,https://www.jobs.virginia.gov/jobs/asbestos-lead-fiscal-technician-richmond-virginia-united-states,2023-03-06
Technology Specialist-ERP and Reporting - #BVI00067,Full-Time (Salaried),Henrico,NA,Dept for Blind/Vision Impaired,https://www.jobs.virginia.gov/jobs/technology-specialist-erp-and-reporting-bvi00067-henrico-virginia-united-states,2023-03-06
Sr. Transportation Planning Specialist,Full-Time (Salaried),Fairfax County,2023-03-16T23:55:00Z,VA Dept of Transportation,https://www.jobs.virginia.gov/jobs/sr-transportation-planning-specialist-fairfax-county-virginia-united-states,2023-03-06
Bridge Maintenance Operator,Full-Time (Salaried),Augusta County,NA,VA Dept of Transportation,https://www.jobs.virginia.gov/jobs/bridge-maintenance-operator-augusta-county-virginia-united-states,2023-03-06
NOVA Transit Programs Manager,Full-Time (Salaried),"Alexandria
  Fairfax
  Fairfax County
  Falls Church

            Alexandria
  Fairfax
  Fairfax County",2023-03-17T23:55:00Z,Dept of Rail & Public Trans,https://www.jobs.virginia.gov/jobs/nova-transit-programs-manager-alexandria-virginia-united-states-fairfax-fairfax-county-falls-church,2023-03-06
Senior Engineer Structure & Bridge,Full-Time (Salaried),Colonial Heights,2023-03-22T23:55:00Z,VA Dept of Transportation,https://www.jobs.virginia.gov/jobs/senior-engineer-structure-bridge-colonial-heights-virginia-united-states,2023-03-06
Trades Specialist,Full-Time (Salaried),Colonial Heights,2023-03-17T23:55:00Z,VA Dept of Transportation,https://www.jobs.virginia.gov/jobs/trades-specialist-colonial-heights-virginia-united-states,2023-03-06
Access Technology Instructor - #RCB00011,Full-Time (Salaried),Henrico,NA,Dept for Blind/Vision Impaired,https://www.jobs.virginia.gov/jobs/access-technology-instructor-rcb00011-henrico-virginia-united-states,2023-03-06
Deputy Clerk - Colonial Heights,Full-Time (Salaried),Colonial Heights,2023-03-16T23:55:00Z,Supreme Court,https://www.jobs.virginia.gov/jobs/deputy-clerk-colonial-heights-colonial-heights-virginia-united-states,2023-03-06
Major Gifts Officer,Full-Time (Salaried),James City,2023-03-16T23:55:00Z,Jamestown-Yorktown Foundation,https://www.jobs.virginia.gov/jobs/major-gifts-officer-james-city-virginia-united-states,2023-03-06
Deputy Clerk - Pre-Court - Henrico,Full-Time (Salaried),Henrico,2023-03-10T23:55:00Z,Supreme Court,https://www.jobs.virginia.gov/jobs/deputy-clerk-pre-court-henrico-henrico-virginia-united-states,2023-03-06
Payroll/Benefits Analyst,Full-Time (Salaried),Richmond,2023-03-12T23:55:00Z,Department of Accounts,https://www.jobs.virginia.gov/jobs/payroll-benefits-analyst-richmond-virginia-united-states,2023-03-06
Dietary Aide,Full-Time (Salaried),Roanoke,NA,Dept of Veterans Services,https://www.jobs.virginia.gov/jobs/dietary-aide-roanoke-virginia-united-states-0f9922ad-c045-4c2c-b9e5-fdbbcbc7c2c0,2023-03-06
Probation Officer: P&P District #22 Martinsville #P2333,Full-Time (Salaried),"Outside of State
  Alleghany
  Bath
  Bedford
  Bedford County
  Botetourt County
  Bristol
  Buchanan
  Buena Vista
  Clifton Forge
  Covington
  Danville
  Martinsville
  Radford
  Roanoke
  Roanoke County
  Rockbridge County
  Salem
  Tazewell

            Outside of State
  Alleghany
  Bath",2023-03-17T23:55:00Z,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/probation-officer-p-p-district-22-martinsville-p2333-alleghany-virginia-united-states-bath-bedford-bedford-county-botetourt-county-bristol-buchanan-buena-vista-clifton-forge-covington-danvill,2023-03-06
Food Operations Supervisor: Keen Mountain Correctional Center #00047,Full-Time (Salaried),Buchanan,2023-03-17T23:55:00Z,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/food-operations-supervisor-keen-mountain-correctional-center-00047-buchanan-virginia-united-states,2023-03-06
Mental Health Clinician I,Full-Time (Salaried),Sussex,NA,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/mental-health-clinician-i-sussex-virginia-united-states,2023-03-06
CO - P4078 - Enforcement and Data Quality Coordinator (Environmental Specialist II),Full-Time (Salaried),Richmond,2023-03-10T23:55:00Z,Dept of Environmental Quality,https://www.jobs.virginia.gov/jobs/co-p4078-enforcement-and-data-quality-coordinator-environmental-specialist-ii-richmond-virginia-united-states,2023-03-06
Suicide Prevention Coordinator,Full-Time (Salaried),Richmond,2023-03-17T23:55:00Z,Dept of Veterans Services,https://www.jobs.virginia.gov/jobs/suicide-prevention-coordinator-richmond-virginia-united-states,2023-03-06
Financial Data and Process Analyst,Full-Time (Salaried),Richmond,2023-03-13T23:55:00Z,VA Information Tech Agency,https://www.jobs.virginia.gov/jobs/financial-data-and-process-analyst-richmond-virginia-united-states,2023-03-06
Public Health Nurse,Full-Time (Salaried),"Henrico
  Richmond",2023-03-16T23:55:00Z,Department of Health,https://www.jobs.virginia.gov/jobs/public-health-nurse-henrico-virginia-united-states,2023-03-06
Human Resource Benefits Analyst,Full-Time (Salaried),Henrico,2023-03-10T23:55:00Z,Indigent Defense Commission,https://www.jobs.virginia.gov/jobs/human-resource-benefits-analyst-henrico-virginia-united-states,2023-03-06
Maintenance Operator-McLean,Full-Time (Salaried),Fairfax County,2023-03-10T23:55:00Z,VA Dept of Transportation,https://www.jobs.virginia.gov/jobs/maintenance-operator-mclean-fairfax-county-virginia-united-states,2023-03-06
Office Services Specialist: Indian Creek Ctr #00161,Full-Time (Salaried),Chesapeake,2023-03-10T23:55:00Z,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/office-services-specialist-indian-creek-ctr-00161-chesapeake-virginia-united-states,2023-03-06
Storekeeper Supervisor:  Indian Creek Correctional Ctr #00325,Full-Time (Salaried),Chesapeake,2023-03-10T23:55:00Z,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/storekeeper-supervisor-indian-creek-correctional-ctr-00325-chesapeake-virginia-united-states,2023-03-06
Construction Inspector Apprentice,Full-Time (Salaried),Chesterfield,2023-03-22T23:55:00Z,VA Dept of Transportation,https://www.jobs.virginia.gov/jobs/construction-inspector-apprentice-chesterfield-virginia-united-states,2023-03-06
Office of Vital Records Supervisor,Full-Time (Salaried),Richmond,2023-03-16T23:55:00Z,Department of Health,https://www.jobs.virginia.gov/jobs/office-of-vital-records-supervisor-richmond-virginia-united-states,2023-03-06
"Senior FAR Analyst, #05060",Full-Time (Salaried),Richmond,2023-03-15T23:55:00Z,Department of Motor Vehicles,https://www.jobs.virginia.gov/jobs/senior-far-analyst-05060-richmond-virginia-united-states,2023-03-06
Support Enforcement Specialist Sr. (Eastern) #WS000,Full-Time (Salaried),Norfolk,2023-03-13T23:55:00Z,Department of Social Services,https://www.jobs.virginia.gov/jobs/support-enforcement-specialist-sr-eastern-ws000-norfolk-virginia-united-states,2023-03-06
Deputy Clerk - Post-Court - Henrico,Full-Time (Salaried),Henrico,2023-03-10T23:55:00Z,Supreme Court,https://www.jobs.virginia.gov/jobs/deputy-clerk-post-court-henrico-henrico-virginia-united-states,2023-03-06
Program Support Technician ( Health Services) : Virginia Correctional Center for Women,Full-Time (Salaried),"Goochland
  Richmond",NA,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/program-support-technician-health-services-virginia-correctional-center-for-women-goochland-virginia-united-states-richmond,2023-03-06
Business Coordinator,Full-Time (Salaried),Charlottesville,2023-03-16T23:55:00Z,VA Dept of Transportation,https://www.jobs.virginia.gov/jobs/business-coordinator-charlottesville-virginia-united-states,2023-03-06
"DMV Agency Management Analyst, Pos.# 01186",Full-Time (Salaried),Richmond,2023-03-09T23:55:00Z,Department of Motor Vehicles,https://www.jobs.virginia.gov/jobs/dmv-agency-management-analyst-pos-01186-richmond-virginia-united-states,2023-03-06
Mitigation Specialist - Danville,Full-Time (Salaried),Danville,2023-03-15T23:55:00Z,Indigent Defense Commission,https://www.jobs.virginia.gov/jobs/mitigation-specialist-danville-danville-virginia-united-states,2023-03-06
Procurement Operations Supervisor,Full-Time (Salaried),Chesterfield,2023-03-16T23:55:00Z,Department of Juvenile Justice,https://www.jobs.virginia.gov/jobs/procurement-operations-supervisor-chesterfield-virginia-united-states,2023-03-06
Fiscal Technician Sr.,Full-Time (Salaried),Chesterfield,2023-03-16T23:55:00Z,Department of Juvenile Justice,https://www.jobs.virginia.gov/jobs/fiscal-technician-sr-chesterfield-virginia-united-states,2023-03-06
Administrative Staff Assistant,Full-Time (Salaried),Chesterfield,2023-03-16T23:55:00Z,Department of Juvenile Justice,https://www.jobs.virginia.gov/jobs/administrative-staff-assistant-chesterfield-virginia-united-states,2023-03-06
Registered Nurse Supervisor : Fluvanna Correctional Center for Women,Full-Time (Salaried),"Charlottesville
  Fluvanna",NA,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/registered-nurse-supervisor-fluvanna-correctional-center-for-women-charlottesville-virginia-united-states-fluvanna,2023-03-06
Weigh Station Technician - Position #02367 (Sandston MCSC),Full-Time (Salaried),Henrico,2023-03-09T23:55:00Z,Department of Motor Vehicles,https://www.jobs.virginia.gov/jobs/weigh-station-technician-position-02367-sandston-mcsc-henrico-virginia-united-states,2023-03-06
"DMV Customer Service Generalist, Charlottesville CSC, Pos. No. 00281",Full-Time (Salaried),Charlottesville,2023-03-08T23:55:00Z,Department of Motor Vehicles,https://www.jobs.virginia.gov/jobs/dmv-customer-service-generalist-charlottesville-csc-pos-no-00281-charlottesville-virginia-united-states,2023-03-06
Administrative Specialist (Richmond District) 00390,Full-Time (Salaried),Richmond,2023-03-08T23:55:00Z,Department of Motor Vehicles,https://www.jobs.virginia.gov/jobs/administrative-specialist-richmond-district-00390-richmond-virginia-united-states,2023-03-06
Nurse Practitioner : Fluvanna Correctional Center for Women,Full-Time (Salaried),"Charlottesville
  Fluvanna",NA,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/nurse-practitioner-fluvanna-correctional-center-for-women-charlottesville-virginia-united-states-fluvanna,2023-03-06
