Link,RequisitionID,PayBand,HiringRange,RecruitmentType,Location
https://www.jobs.virginia.gov/jobs/magistrate-warren-warren-virginia-united-states,494683,NA,Commensurate with experience,General Public - G,Magistrates' Office
https://www.jobs.virginia.gov/jobs/magistrate-rockingham-rockingham-virginia-united-states,494511,NA,Commensurate with Experience,General Public - G,CSU 26-Harrisonburg/Rockgham
https://www.jobs.virginia.gov/jobs/corrections-officer-augusta-correctional-center-00111-albemarle-county-virginia-united-states-alleghany-amherst-augusta-county-covington,494003,NA,"$42,000",General Public - G,Augusta Correctional Center
https://www.jobs.virginia.gov/jobs/planning-specialist-lynchburg-district-lynchburg-virginia-united-states,499732,NA,"$59,509 - $96,702",General Public - G,Lynchburg District Office
https://www.jobs.virginia.gov/jobs/land-use-engineer-lynchburg-virginia-united-states,499730,NA,"$67,646 - $109,925",General Public - G,Lynchburg District Office
https://www.jobs.virginia.gov/jobs/environmental-health-specialist-sr-culpepper-virginia-united-states-74135c03-436a-4732-90c6-3e5a97c5f79e,499457,NA,"$47,9882 - $57,881",General Public - G,ENVIRONMENTAL HEALTH-CULPEPPER
https://www.jobs.virginia.gov/jobs/audit-manager-richmond-virginia-united-states,499639,NA,"$66,380.00 - $110,000.00",General Public - G,Office of Inspector General
https://www.jobs.virginia.gov/jobs/program-administrator-enterprise-zone-richmond-virginia-united-states,499681,5,Negotiable up to $65k,General Public - G,Main Street Centre
https://www.jobs.virginia.gov/jobs/compliance-risk-analysts-richmond-virginia-united-states,499723,04,Commensurate with experience,General Public - G,Office
https://www.jobs.virginia.gov/jobs/dmv-customer-service-center-work-leader-norfolk-widgeon-rd-csc-pos-00645-norfolk-virginia-united-states,499734,NA,Commensurate With Experience,Agency Employee Only - A,NORFOLK/WIDGEON CSC
https://www.jobs.virginia.gov/jobs/licensing-quality-assurance-specialist-richmond-w0121-richmond-virginia-united-states,499599,NA,"$65,000 Minimum, (commensurate with experience)",Agency Employee Only - A,DSS HOME OFFICE
https://www.jobs.virginia.gov/jobs/senior-accounts-payable-specialist-hybrid-work-schedule-richmond-virginia-united-states,499722,NA,"$55,000 - $75,000",General Public - G,Virginia Retirement System
https://www.jobs.virginia.gov/jobs/office-services-supervisor-community-corrections-p-p-district-30-hampton-p3004-hampton-virginia-united-states,499480,NA,"$33,000 - $46,444",State Employee Only - E,Hampton P&P
https://www.jobs.virginia.gov/jobs/engineer-structure-and-bridge-inspection-moveable-suffolk-virginia-united-states-chesapeake-hampton-newport-news-norfolk-portsmouth-virginia-beach-williamsburg,497611,NA,"$72,738 to $100,000",General Public - G,Hampton Roads District Office
