Title,EmploymentType,Location,ClosingDate,Agency,Link,DateFirstRetrieved
Major Gifts Officer,Full-Time (Salaried),James City,2023-03-16T23:55:00Z,Jamestown-Yorktown Foundation,https://www.jobs.virginia.gov/jobs/major-gifts-officer-james-city-virginia-united-states,2023-03-10
Deputy Clerk - Pre-Court - Henrico,Full-Time (Salaried),Henrico,2023-03-10T23:55:00Z,Supreme Court,https://www.jobs.virginia.gov/jobs/deputy-clerk-pre-court-henrico-henrico-virginia-united-states,2023-03-10
Payroll/Benefits Analyst,Full-Time (Salaried),Richmond,2023-03-12T23:55:00Z,Department of Accounts,https://www.jobs.virginia.gov/jobs/payroll-benefits-analyst-richmond-virginia-united-states,2023-03-10
Dietary Aide,Full-Time (Salaried),Roanoke,NA,Dept of Veterans Services,https://www.jobs.virginia.gov/jobs/dietary-aide-roanoke-virginia-united-states-0f9922ad-c045-4c2c-b9e5-fdbbcbc7c2c0,2023-03-10
Probation Officer: P&P District #22 Martinsville #P2333,Full-Time (Salaried),"Alleghany
  Bath
  Bedford
  Bedford County
  Botetourt County
  Bristol
  Buchanan
  Buena Vista
  Clifton Forge
  Covington
  Danville
  Martinsville
  Radford
  Roanoke
  Roanoke County
  Rockbridge County
  Salem
  Tazewell

            Alleghany
  Bath
  Bedford",2023-03-17T23:55:00Z,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/probation-officer-p-p-district-22-martinsville-p2333-alleghany-virginia-united-states-bath-bedford-bedford-county-botetourt-county-bristol-buchanan-buena-vista-clifton-forge-covington-danvill,2023-03-10
Food Operations Supervisor: Keen Mountain Correctional Center #00047,Full-Time (Salaried),Buchanan,2023-03-17T23:55:00Z,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/food-operations-supervisor-keen-mountain-correctional-center-00047-buchanan-virginia-united-states,2023-03-10
Mental Health Clinician I,Full-Time (Salaried),Sussex,NA,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/mental-health-clinician-i-sussex-virginia-united-states,2023-03-10
CO - P4078 - Enforcement and Data Quality Coordinator (Environmental Specialist II),Full-Time (Salaried),Richmond,2023-03-10T23:55:00Z,Dept of Environmental Quality,https://www.jobs.virginia.gov/jobs/co-p4078-enforcement-and-data-quality-coordinator-environmental-specialist-ii-richmond-virginia-united-states,2023-03-10
Suicide Prevention Coordinator,Full-Time (Salaried),Richmond,2023-03-17T23:55:00Z,Dept of Veterans Services,https://www.jobs.virginia.gov/jobs/suicide-prevention-coordinator-richmond-virginia-united-states,2023-03-10
Financial Data and Process Analyst,Full-Time (Salaried),Richmond,2023-03-13T23:55:00Z,VA Information Tech Agency,https://www.jobs.virginia.gov/jobs/financial-data-and-process-analyst-richmond-virginia-united-states,2023-03-10
Public Health Nurse,Full-Time (Salaried),"Henrico
  Richmond",2023-03-16T23:55:00Z,Department of Health,https://www.jobs.virginia.gov/jobs/public-health-nurse-henrico-virginia-united-states,2023-03-10
Maintenance Operator-McLean,Full-Time (Salaried),Fairfax County,2023-03-10T23:55:00Z,VA Dept of Transportation,https://www.jobs.virginia.gov/jobs/maintenance-operator-mclean-fairfax-county-virginia-united-states,2023-03-10
Office Services Specialist: Indian Creek Ctr #00161,Full-Time (Salaried),Chesapeake,2023-03-10T23:55:00Z,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/office-services-specialist-indian-creek-ctr-00161-chesapeake-virginia-united-states,2023-03-10
Storekeeper Supervisor:  Indian Creek Correctional Ctr #00325,Full-Time (Salaried),Chesapeake,2023-03-10T23:55:00Z,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/storekeeper-supervisor-indian-creek-correctional-ctr-00325-chesapeake-virginia-united-states,2023-03-10
Construction Inspector Apprentice,Full-Time (Salaried),Chesterfield,2023-03-22T23:55:00Z,VA Dept of Transportation,https://www.jobs.virginia.gov/jobs/construction-inspector-apprentice-chesterfield-virginia-united-states,2023-03-10
Office of Vital Records Supervisor,Full-Time (Salaried),Richmond,2023-03-16T23:55:00Z,Department of Health,https://www.jobs.virginia.gov/jobs/office-of-vital-records-supervisor-richmond-virginia-united-states,2023-03-10
"Senior FAR Analyst, #05060",Full-Time (Salaried),Richmond,2023-03-15T23:55:00Z,Department of Motor Vehicles,https://www.jobs.virginia.gov/jobs/senior-far-analyst-05060-richmond-virginia-united-states,2023-03-10
Support Enforcement Specialist Sr. (Eastern) #WS000,Full-Time (Salaried),Norfolk,2023-03-13T23:55:00Z,Department of Social Services,https://www.jobs.virginia.gov/jobs/support-enforcement-specialist-sr-eastern-ws000-norfolk-virginia-united-states,2023-03-10
Deputy Clerk - Post-Court - Henrico,Full-Time (Salaried),Henrico,2023-03-10T23:55:00Z,Supreme Court,https://www.jobs.virginia.gov/jobs/deputy-clerk-post-court-henrico-henrico-virginia-united-states,2023-03-10
Business Coordinator,Full-Time (Salaried),Charlottesville,2023-03-16T23:55:00Z,VA Dept of Transportation,https://www.jobs.virginia.gov/jobs/business-coordinator-charlottesville-virginia-united-states,2023-03-10
Procurement Operations Supervisor,Full-Time (Salaried),Chesterfield,2023-03-16T23:55:00Z,Department of Juvenile Justice,https://www.jobs.virginia.gov/jobs/procurement-operations-supervisor-chesterfield-virginia-united-states,2023-03-10
Fiscal Technician Sr.,Full-Time (Salaried),Chesterfield,2023-03-16T23:55:00Z,Department of Juvenile Justice,https://www.jobs.virginia.gov/jobs/fiscal-technician-sr-chesterfield-virginia-united-states,2023-03-10
Administrative Staff Assistant,Full-Time (Salaried),Chesterfield,2023-03-16T23:55:00Z,Department of Juvenile Justice,https://www.jobs.virginia.gov/jobs/administrative-staff-assistant-chesterfield-virginia-united-states,2023-03-10
Registered Nurse Supervisor : Fluvanna Correctional Center for Women,Full-Time (Salaried),"Charlottesville
  Fluvanna",NA,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/registered-nurse-supervisor-fluvanna-correctional-center-for-women-charlottesville-virginia-united-states-fluvanna,2023-03-10
Nurse Practitioner : Fluvanna Correctional Center for Women,Full-Time (Salaried),"Charlottesville
  Fluvanna",NA,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/nurse-practitioner-fluvanna-correctional-center-for-women-charlottesville-virginia-united-states-fluvanna,2023-03-10
Magistrate Regional Supervisor,Full-Time (Salaried),"Chesapeake
  Hampton
  Newport News
  Suffolk

            Chesapeake
  Hampton
  Newport News",2023-03-17T23:55:00Z,Supreme Court,https://www.jobs.virginia.gov/jobs/magistrate-regional-supervisor-chesapeake-virginia-united-states-hampton-newport-news-suffolk,2023-03-10
Application Integration Service Manager,Full-Time (Salaried),Richmond,2023-03-15T23:55:00Z,VA Information Tech Agency,https://www.jobs.virginia.gov/jobs/application-integration-service-manager-richmond-virginia-united-states,2023-03-10
DMV Customer Service Center Manager -Newport News CSC - Pos 02159,Full-Time (Salaried),Newport News,2023-03-10T23:55:00Z,Department of Motor Vehicles,https://www.jobs.virginia.gov/jobs/dmv-customer-service-center-manager-newport-news-csc-pos-02159-newport-news-virginia-united-states,2023-03-10
Probation Officer Senior (Team Leader): P&P District #5/Gloucester #P0515,Full-Time (Salaried),Gloucester,2023-03-17T23:55:00Z,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/probation-officer-senior-team-leader-p-p-district-5-gloucester-p0515-gloucester-virginia-united-states,2023-03-10
Maintenance Crew Member - Gloucester AHQ,Full-Time (Salaried),Gloucester,2023-03-15T23:55:00Z,VA Dept of Transportation,https://www.jobs.virginia.gov/jobs/maintenance-crew-member-gloucester-ahq-gloucester-virginia-united-states,2023-03-10
Clerk of Court - Smyth,Full-Time (Salaried),Smyth,2023-03-10T23:55:00Z,Supreme Court,https://www.jobs.virginia.gov/jobs/clerk-of-court-smyth-smyth-virginia-united-states,2023-03-10
Engineer Structure & Bridge,Full-Time (Salaried),Colonial Heights,2023-03-15T23:55:00Z,VA Dept of Transportation,https://www.jobs.virginia.gov/jobs/engineer-structure-bridge-colonial-heights-virginia-united-states,2023-03-10
Maintenance Crew Member - St Stephens AHQ,Full-Time (Salaried),King & Queen,2023-03-15T23:55:00Z,VA Dept of Transportation,https://www.jobs.virginia.gov/jobs/maintenance-crew-member-king-queen-virginia-united-states,2023-03-10
IT Service Management (ITSM) Process Analyst,Full-Time (Salaried),Richmond,NA,VA Information Tech Agency,https://www.jobs.virginia.gov/jobs/it-service-management-itsm-process-analyst-richmond-virginia-united-states,2023-03-10
Deputy Clerk - Portsmouth,Full-Time (Salaried),Portsmouth,2023-03-10T23:55:00Z,Supreme Court,https://www.jobs.virginia.gov/jobs/deputy-clerk-portsmouth-portsmouth-virginia-united-states,2023-03-10
Emergency Response Manager,Full-Time (Salaried),Richmond,2023-03-31T23:55:00Z,VA Dept of Transportation,https://www.jobs.virginia.gov/jobs/emergency-response-manager-richmond-virginia-united-states,2023-03-10
Program Consultant Sr./Child Welfare Stipend Program State Coordinator #W1497,Full-Time (Salaried),Richmond,2023-03-10T23:55:00Z,Department of Social Services,https://www.jobs.virginia.gov/jobs/program-consultant-sr-child-welfare-stipend-program-state-coordinator-w1497-richmond-virginia-united-states,2023-03-10
Deputy Clerk - Greene,Full-Time (Salaried),Greene,2023-03-17T23:55:00Z,Supreme Court,https://www.jobs.virginia.gov/jobs/deputy-clerk-greene-greene-virginia-united-states,2023-03-10
Residential Community Coordinator,Full-Time (Salaried),Chesterfield,2023-03-23T23:55:00Z,Department of Juvenile Justice,https://www.jobs.virginia.gov/jobs/residential-community-coordinator-chesterfield-virginia-united-states,2023-03-10
Residential Community Manager,Full-Time (Salaried),Chesterfield,2023-03-23T23:55:00Z,Department of Juvenile Justice,https://www.jobs.virginia.gov/jobs/residential-community-manager-chesterfield-virginia-united-states,2023-03-10
Rehabilitation Counselor,Full-Time (Salaried),Chesterfield,2023-03-23T23:55:00Z,Department of Juvenile Justice,https://www.jobs.virginia.gov/jobs/rehabilitation-counselor-chesterfield-virginia-united-states,2023-03-10
Resident Specialist II,Full-Time (Salaried),Chesterfield,2023-03-23T23:55:00Z,Department of Juvenile Justice,https://www.jobs.virginia.gov/jobs/resident-specialist-ii-chesterfield-virginia-united-states,2023-03-10
Power Plant Lead Worker: State Farm Correctional Center #01713,Full-Time (Salaried),"Goochland
  Powhatan",NA,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/power-plant-lead-worker-state-farm-correctional-center-01713-goochland-virginia-united-states-powhatan,2023-03-10
Deputy Clerk - Post-Court - Richmond City,Full-Time (Salaried),Richmond,2023-03-17T23:55:00Z,Supreme Court,https://www.jobs.virginia.gov/jobs/deputy-clerk-post-court-richmond-city-richmond-virginia-united-states,2023-03-10
Deputy Clerk - Pre-Court - Richmond City,Full-Time (Salaried),Richmond,2023-03-17T23:55:00Z,Supreme Court,https://www.jobs.virginia.gov/jobs/deputy-clerk-pre-court-richmond-city-richmond-virginia-united-states-8359ac8f-2c6f-4605-95fa-7d2fe2cb4950,2023-03-10
Deputy Clerk - Pre-Court - Richmond City,Full-Time (Salaried),Richmond,2023-03-17T23:55:00Z,Supreme Court,https://www.jobs.virginia.gov/jobs/deputy-clerk-pre-court-richmond-city-richmond-virginia-united-states,2023-03-10
Mechanic/ Equipment Repair Technician-Fairfax,Full-Time (Salaried),Fairfax County,2023-03-15T23:55:00Z,VA Dept of Transportation,https://www.jobs.virginia.gov/jobs/mechanic-equipment-repair-technician-fairfax-fairfax-county-virginia-united-states,2023-03-10
Nursing Assistant (CNA) #00329; Marion Correctional Treatment Center,Full-Time (Salaried),Smyth,NA,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/nursing-assistant-cna-00329-marion-correctional-treatment-center-smyth-virginia-united-states,2023-03-10
Corrections Officer,Full-Time (Salaried),"Richmond County
  Spotsylvania
  Stafford
  Westmoreland

            Richmond County
  Spotsylvania
  Stafford",NA,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/corrections-officer-richmond-county-virginia-united-states-spotsylvania-stafford-westmoreland,2023-03-10
Environmental Health Specialist,Full-Time (Salaried),"Accomac
  Northampton",2023-03-20T23:55:00Z,Department of Health,https://www.jobs.virginia.gov/jobs/environmental-health-specialist-accomac-virginia-united-states-northampton,2023-03-10
BRRO - P4453 - MS4 Coordinator/Stormwater Inspector,Full-Time (Salaried),Salem,2023-03-10T23:55:00Z,Dept of Environmental Quality,https://www.jobs.virginia.gov/jobs/brro-p4453-ms4-coordinator-stormwater-inspector-accomac-virginia-united-states-albemarle-county-alexandria-alleghany-amelia-amherst-appomattox-arlington-augusta-county-bath-bedford-bedford-co,2023-03-10
Capital Outlay and Maintenance Reserve Manager,Full-Time (Salaried),Richmond,NA,Virginia Museum of Fine Arts,https://www.jobs.virginia.gov/jobs/capital-outlay-maintenance-reserve-manager-richmond-virginia-united-states,2023-03-10
Equipment Repair Technician Senior: State Farm #01587,Full-Time (Salaried),Goochland,2023-03-31T23:55:00Z,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/equipment-repair-technician-senior-state-farm-01587-goochland-virginia-united-states,2023-03-10
Food Operations Supervisor: Green Rock Correctional Center #00030,Full-Time (Salaried),Pittsylvania,2023-03-17T23:55:00Z,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/food-operations-supervisor-green-rock-correctional-center-00030-pittsylvania-virginia-united-states,2023-03-10
Power Plant Lead Worker: Augusta Correctional Center #01753,Full-Time (Salaried),Augusta County,NA,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/power-plant-lead-worker-augusta-correctional-center-01753-augusta-county-virginia-united-states,2023-03-10
Personnel Analyst,Full-Time (Salaried),Richmond,2023-03-14T23:55:00Z,Department of Health,https://www.jobs.virginia.gov/jobs/personnel-analyst-richmond-virginia-united-states-3944bb0c-9591-410e-9174-b623bce118fe,2023-03-10
DMV Customer Service Center Work Leader - VA Beach/Buckner CSC - Pos 01410,Full-Time (Salaried),Virginia Beach,2023-03-14T23:55:00Z,Department of Motor Vehicles,https://www.jobs.virginia.gov/jobs/dmv-customer-service-center-work-leader-va-beach-buckner-csc-pos-01410-virginia-beach-virginia-united-states,2023-03-10
DMV Customer Service Center Work Leader/Floater - Pos 03556,Full-Time (Salaried),Fairfax County,2023-03-13T23:55:00Z,Department of Motor Vehicles,https://www.jobs.virginia.gov/jobs/dmv-customer-service-center-work-leader-floater-pos-03556-fairfax-county-virginia-united-states,2023-03-10
Policy and Legislative Director,Full-Time (Salaried),Richmond,2023-03-22T23:55:00Z,Dept of Housing & Cmnty Devel,https://www.jobs.virginia.gov/jobs/policy-and-legislative-director-richmond-virginia-united-states,2023-03-10
Senior Applications Developer,Full-Time (Salaried),Richmond,2023-03-14T17:00:00Z,Department of Taxation,https://www.jobs.virginia.gov/jobs/senior-applications-developer-richmond-virginia-united-states,2023-03-10
Human Services Program Coordinator,Full-Time (Salaried),Richmond,2023-03-14T23:55:00Z,Department of Health,https://www.jobs.virginia.gov/jobs/human-services-program-coordinator-richmond-virginia-united-states,2023-03-10
Probation Officer,Full-Time (Salaried),Charlottesville,2023-03-12T23:55:00Z,Department of Juvenile Justice,https://www.jobs.virginia.gov/jobs/probation-officer-charlottesville-virginia-united-states,2023-03-10
Deputy Clerk - Hampton,Full-Time (Salaried),Hampton,2023-03-10T23:55:00Z,Supreme Court,https://www.jobs.virginia.gov/jobs/deputy-clerk-hampton-hampton-virginia-united-states,2023-03-10
Forest Technician-James River District,Full-Time (Salaried),Amherst,2023-03-14T23:55:00Z,Department of Forestry,https://www.jobs.virginia.gov/jobs/forest-technician-james-river-district-amherst-virginia-united-states,2023-03-10
IT Support Service Lead- #WWRW0432,Full-Time (Salaried),Augusta County,NA,Dept for Aging & Rehab Svcs,https://www.jobs.virginia.gov/jobs/it-support-service-lead-wwrw0432-augusta-county-virginia-united-states,2023-03-10
IT Systems Services Manager - #ARS00614,Full-Time (Salaried),Henrico,NA,Dept for Aging & Rehab Svcs,https://www.jobs.virginia.gov/jobs/it-systems-services-manager-ars00614-henrico-virginia-united-states,2023-03-10
EDI Analyst,Full-Time (Salaried),Richmond,2023-03-12T23:55:00Z,Department of Accounts,https://www.jobs.virginia.gov/jobs/edi-analyst-richmond-virginia-united-states,2023-03-10
DMV Human Resources Director,Full-Time (Salaried),Richmond,2023-03-20T23:55:00Z,Department of Motor Vehicles,https://www.jobs.virginia.gov/jobs/dmv-human-resources-director-richmond-virginia-united-states,2023-03-10
Food Operations Supervisor (Multiple Vacancies): Hiring Event,Full-Time (Salaried),,NA,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/food-operations-supervisor-multiple-vacancies-hiring-event-virginia-united-states,2023-03-10
DMV Customer Service Center Work Leader - Williamsburg CSC - Pos 02158,Full-Time (Salaried),Williamsburg,2023-03-14T23:55:00Z,Department of Motor Vehicles,https://www.jobs.virginia.gov/jobs/dmv-customer-service-center-work-leader-williamsburg-csc-pos-02158-williamsburg-virginia-united-states-a7f53f0b-9de8-48e6-ac69-f9144c820ac8,2023-03-10
Construction Manager,Full-Time (Salaried),Colonial Heights,2023-03-14T23:55:00Z,VA Dept of Transportation,https://www.jobs.virginia.gov/jobs/construction-manager-colonial-heights-virginia-united-states,2023-03-10
Maintenance Operator - Williamsburg Area Headquarters,Full-Time (Salaried),Williamsburg,2023-03-14T23:55:00Z,VA Dept of Transportation,https://www.jobs.virginia.gov/jobs/maintenance-operator-williamsburg-area-headquarters-williamsburg-virginia-united-states,2023-03-10
Project Manager,Full-Time (Salaried),Richmond,2023-03-14T23:55:00Z,VA Workers' Compensation Comm,https://www.jobs.virginia.gov/jobs/project-manager-richmond-virginia-united-states-9d7ef996-f11b-49d3-99b3-8c096309799f,2023-03-10
Workforce Services Office Manager,Full-Time (Salaried),Lynchburg,2023-03-12T23:55:00Z,Virginia Employment Commission,https://www.jobs.virginia.gov/jobs/workforce-services-office-manager-lynchburg-virginia-united-states,2023-03-10
CSU Director,Full-Time (Salaried),Fredericksburg,2023-03-12T23:55:00Z,Department of Juvenile Justice,https://www.jobs.virginia.gov/jobs/csu-director-fredericksburg-virginia-united-states,2023-03-10
Project Manager,Full-Time (Salaried),Nottoway,2023-03-28T23:55:00Z,Department of Military Affairs,https://www.jobs.virginia.gov/jobs/project-manager-nottoway-virginia-united-states,2023-03-10
DMV Customer Service Center Work Leader - Tysons Cr. CSC - Pos 01940,Full-Time (Salaried),Fairfax County,2023-03-10T23:55:00Z,Department of Motor Vehicles,https://www.jobs.virginia.gov/jobs/dmv-customer-service-center-work-leader-tysons-cr-csc-pos-01940-fairfax-county-virginia-united-states,2023-03-10
Public Health Nurse,Full-Time (Salaried),Staunton,NA,Department of Health,https://www.jobs.virginia.gov/jobs/public-health-nurse-staunton-virginia-united-states-a91e4dae-1c74-48c4-b4e7-fc1485549043,2023-03-10
Public Health Nurse,Full-Time (Salaried),Staunton,NA,Department of Health,https://www.jobs.virginia.gov/jobs/public-health-nurse-staunton-virginia-united-states-93061245-4755-4f91-abed-a69882cec44b,2023-03-10
Public Health Nurse,Full-Time (Salaried),Staunton,NA,Department of Health,https://www.jobs.virginia.gov/jobs/public-health-nurse-staunton-virginia-united-states,2023-03-10
Environmental Health Specialist,Full-Time (Salaried),Staunton,NA,Department of Health,https://www.jobs.virginia.gov/jobs/environmental-health-specialist-staunton-virginia-united-states-50dcc168-d370-4de2-a733-0ae0b84353c6,2023-03-10
Treatment Plant Operator (Caroline Plant) - #01332,Full-Time (Salaried),Caroline,2023-03-10T23:55:00Z,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/treatment-plant-operator-caroline-plant-01332-caroline-virginia-united-states,2023-03-10
SWRO - P3011 - Air Permit Writer,Full-Time (Salaried),Washington,2023-03-14T23:55:00Z,Dept of Environmental Quality,https://www.jobs.virginia.gov/jobs/swro-p3011-air-permit-writer-washington-virginia-united-states,2023-03-10
Legal and Regulatory Specialist,Full-Time (Salaried),Richmond,2023-03-10T23:55:00Z,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/legal-and-regulatory-specialist-richmond-virginia-united-states,2023-03-10
Deputy Director of Vital Records,Full-Time (Salaried),Richmond,2023-03-13T23:55:00Z,Department of Health,https://www.jobs.virginia.gov/jobs/deputy-director-of-vital-records-richmond-virginia-united-states,2023-03-10
Veterans Services Representative - Pentagon,Full-Time (Salaried),Arlington,2023-03-10T23:55:00Z,Dept of Veterans Services,https://www.jobs.virginia.gov/jobs/veterans-services-representative-pentagon-fairfax-county-virginia-united-states,2023-03-10
"State Epidemiologist and Director, Office of Epidemiology",Full-Time (Salaried),Richmond,NA,Department of Health,https://www.jobs.virginia.gov/jobs/state-epidemiologist-and-director-office-of-epidemiology-richmond-virginia-united-states,2023-03-10
Program Budget & Finance Supervisor #W2119,Full-Time (Salaried),Richmond,2023-03-13T23:55:00Z,Department of Social Services,https://www.jobs.virginia.gov/jobs/program-budget-finance-supervisor-w2119-richmond-virginia-united-states,2023-03-10
Food Operations Supervisor: Nottoway Correctional Center #00028,Full-Time (Salaried),Nottoway,NA,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/food-operations-supervisor-nottoway-correctional-center-00023-nottoway-virginia-united-states,2023-03-10
Director of Community Engagement (Marketing & Admissions),Full-Time (Salaried),Roanoke,2023-03-10T23:55:00Z,Dept of Veterans Services,https://www.jobs.virginia.gov/jobs/director-of-community-engagement-marketing-admissions-roanoke-virginia-united-states,2023-03-10
Engineer Associate EDGE&#160;(Statewide Opportunities),Full-Time (Salaried),"Bristol
  Colonial Heights
  Culpepper
  Fairfax County
  Fredericksburg
  Lynchburg
  Richmond
  Salem
  Staunton
  Suffolk

            Bristol
  Colonial Heights
  Culpepper",NA,VA Dept of Transportation,https://www.jobs.virginia.gov/jobs/engineer-associate-edge-richmond-virginia-united-states-22829da5-7306-4572-9495-11f039b5c52d,2023-03-10
Human Services Program Supervisor (Tobacco Control Program Manager),Full-Time (Salaried),Richmond,2023-03-13T23:55:00Z,Department of Health,https://www.jobs.virginia.gov/jobs/human-services-program-supervisor-tobacco-control-program-manager-richmond-virginia-united-states,2023-03-10
"Area Construction Engineer, PE",Full-Time (Salaried),Fairfax County,2023-03-14T23:55:00Z,VA Dept of Transportation,https://www.jobs.virginia.gov/jobs/area-construction-engineer-pe-fairfax-county-virginia-united-states,2023-03-10
Sr. Materials Documentation Technician,Full-Time (Salaried),Fairfax County,2023-03-14T23:55:00Z,VA Dept of Transportation,https://www.jobs.virginia.gov/jobs/sr-materials-documentation-technician-fairfax-county-virginia-united-states,2023-03-10
Campus Life Associate (Aquatics- Rec) - #W0074,Full-Time (Salaried),Augusta County,NA,Dept for Aging & Rehab Svcs,https://www.jobs.virginia.gov/jobs/campus-life-associate-aquatics-rec-w0074-augusta-county-virginia-united-states,2023-03-10
Construction Manager - Bristol,Full-Time (Salaried),Bristol,2023-03-13T23:55:00Z,VA Dept of Transportation,https://www.jobs.virginia.gov/jobs/construction-manager-bristol-bristol-virginia-united-states,2023-03-10
Special Education Financial Data Specialist,Full-Time (Salaried),Richmond,NA,Dept of Ed Central Operations,https://www.jobs.virginia.gov/jobs/special-education-financial-data-specialist-richmond-virginia-united-states,2023-03-10
Forensic Scientist - Digital & Multimedia Evidence - Central Laboratory - CF449,Full-Time (Salaried),Richmond,2023-03-13T23:55:00Z,Department of Forensic Science,https://www.jobs.virginia.gov/jobs/forensic-scientist-digital-multimedia-evidence-central-laboratory-cf449-richmond-virginia-united-states,2023-03-10
Corrections Sergeant: Nottoway Correctional Center #00105,Full-Time (Salaried),Nottoway,2023-03-17T23:55:00Z,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/corrections-sergeant-nottoway-correctional-center-00105-nottoway-virginia-united-states,2023-03-10
Unit Manager: Keen Mountain Correctional Center #00410,Full-Time (Salaried),Richmond,2023-03-10T23:55:00Z,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/unit-manager-keen-mountain-correctional-center-00410-richmond-virginia-united-states,2023-03-10
Business Manager A (CBP),Full-Time (Salaried),Tazewell,2023-03-15T23:55:00Z,Department of Health,https://www.jobs.virginia.gov/jobs/business-manager-a-cbp-tazewell-virginia-united-states,2023-03-10
Corrections Lieutenant: Chesterfield Womens CCAP #01875,Full-Time (Salaried),Chesterfield,2023-03-17T23:55:00Z,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/corrections-lieutenant-chesterfield-womens-ccap-01875-chesterfield-virginia-united-states,2023-03-10
Probation Officer: P&P District #32 Henrico #P3204,Full-Time (Salaried),Henrico,2023-03-17T23:55:00Z,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/probation-officer-p-p-district-32-henrico-p3204-henrico-virginia-united-states,2023-03-10
Corrections Lieutenant: Fluvanna Correctional Center for Women #00058,Full-Time (Salaried),Fluvanna,2023-03-17T23:55:00Z,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/corrections-lieutenant-fluvanna-correctional-center-for-women-00058-fluvanna-virginia-united-states,2023-03-10
Casework Counselor: Nottoway Correctional Center #00072,Full-Time (Salaried),Nottoway,2023-03-17T23:55:00Z,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/casework-counselor-nottoway-correctional-center-00072-nottoway-virginia-united-states,2023-03-10
Probation Officer: P&P District #9 Charlottesville #P0925,Full-Time (Salaried),Charlottesville,2023-03-17T23:55:00Z,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/probation-officer-p-p-district-9-charlottesville-p0925-charlottesville-virginia-united-states,2023-03-10
Office Services Assistant: P&P District 36 #P3611,Full-Time (Salaried),"Alexandria
  Richmond",2023-03-17T23:55:00Z,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/office-services-assistant-p-p-district-36-p3611-richmond-virginia-united-states,2023-03-10
Food Operations Assistant Director - Fluvanna Correctional Center #00101,Full-Time (Salaried),Fluvanna,2023-03-17T23:55:00Z,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/food-operations-assistant-director-fluvanna-correctional-center-00101-fluvanna-virginia-united-states,2023-03-10
Chief of Housing and Programs Manager: Virginia Corr Ctr For Women #01144,Full-Time (Salaried),Goochland,2023-03-17T23:55:00Z,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/chief-of-housing-and-programs-manager-virginia-corr-ctr-for-women-01144-goochland-virginia-united-states,2023-03-10
Maintenance Operator - Shipman AHQ,Full-Time (Salaried),Nelson,2023-03-17T23:55:00Z,VA Dept of Transportation,https://www.jobs.virginia.gov/jobs/maintenance-operator-shipman-ahq-nelson-virginia-united-states-ba8fc9d8-2788-45ca-a88c-9905baa5afe0,2023-03-10
Transportation Operator,Full-Time (Salaried),Hampton,2023-03-12T23:55:00Z,VA Dept of Transportation,https://www.jobs.virginia.gov/jobs/transportation-operator-hampton-virginia-united-states,2023-03-10
Enterprise Architect,Full-Time (Salaried),Richmond,NA,VA Information Tech Agency,https://www.jobs.virginia.gov/jobs/enterprise-architect-richmond-virginia-united-states,2023-03-10
Customer Account Manager (CAM),Full-Time (Salaried),Richmond,2023-03-13T23:55:00Z,VA Information Tech Agency,https://www.jobs.virginia.gov/jobs/customer-account-manager-cam-richmond-virginia-united-states,2023-03-10
RN Unit Manager,Full-Time (Salaried),Roanoke,2023-03-16T23:55:00Z,Dept of Veterans Services,https://www.jobs.virginia.gov/jobs/rn-unit-manager-roanoke-virginia-united-states,2023-03-10
Office Services Specialist: Bland Correctional Center #00264,Full-Time (Salaried),Bland,2023-03-10T23:55:00Z,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/office-services-specialist-bland-correctional-center-00264-bland-virginia-united-states,2023-03-10
